subject	session	orientation	sd_E
27	1	3.999999761581421	2.9106791383854103
27	1	4.999999523162842	3.3441743829766057
27	1	6.0	2.7637525912717384
27	1	6.999999523162842	4.307877149155205
27	1	7.999999523162842	3.052895629736123
27	1	9.0	3.6753329032335005
27	1	9.999999046325684	3.4090912756127576
27	1	10.999999046325684	4.103595155703409
27	1	12.0	4.2458496399813805
27	1	12.999999046325684	4.323468763483051
27	1	13.999999046325684	3.6414688253285776
27	1	15.0	4.680612098107025
27	1	15.999999046325684	4.545284706307916
27	1	16.999998092651367	4.20795446980568
27	1	18.0	4.688189766104331
27	1	18.999998092651367	4.275174630296007
27	1	19.999998092651367	4.791488693337958
27	1	21.0	4.412522904315793
27	1	21.999998092651367	4.17081318175962
27	1	22.999998092651367	5.019062485633143
27	1	24.0	5.257816870712817
27	1	24.999998092651367	5.770124600919732
27	1	25.999998092651367	6.100872242609368
27	1	27.0	6.08932153894923
27	1	27.999998092651367	5.671158574940832
